Layer                                         Output Shape                   GPU Latency (ms)     CPU Latency (ms)     GPU Power (mW)       CPU Power (mW)      
model.layers.11.mlp.experts.20.act_fn         torch.Size([0, 1408])          0.299232             0.673056             621.568000           3210.112000         
model.layers.11.mlp.experts.20.up_proj        torch.Size([0, 1408])          13.212544            13.665438            621.590456           3143.986526         
model.layers.11.mlp.experts.20.down_proj      torch.Size([0, 2048])          15.266368            15.727520            621.574000           3135.344500         
model.layers.11.mlp.experts.21.gate_proj      torch.Size([0, 1408])          13.225952            13.709784            621.570133           3379.825067         
model.layers.11.mlp.experts.21.act_fn         torch.Size([0, 1408])          0.328640             0.725746             621.568000           3572.544000         
model.layers.11.mlp.experts.21.up_proj        torch.Size([0, 1408])          13.043744            13.489962            583.046459           3473.086826         
model.layers.11.mlp.experts.21.down_proj      torch.Size([0, 2048])          17.590176            18.046379            621.568000           3190.104123         
model.layers.11.mlp.experts.22.gate_proj      torch.Size([0, 1408])          13.591136            14.108658            604.716155           3145.798946         
model.layers.11.mlp.experts.22.act_fn         torch.Size([0, 1408])          0.343904             0.725031             621.824000           2952.448000         
model.layers.11.mlp.experts.22.up_proj        torch.Size([0, 1408])          12.604224            13.021708            598.940964           3113.352876         
model.layers.11.mlp.experts.22.down_proj      torch.Size([0, 2048])          11.650624            12.052298            621.651145           3174.825573         
model.layers.11.mlp.experts.23.gate_proj      torch.Size([0, 1408])          10.629088            11.069775            621.594413           3258.812444         
model.layers.11.mlp.experts.23.act_fn         torch.Size([0, 1408])          0.304864             0.683784             582.720000           3184.864000         
model.layers.11.mlp.experts.23.up_proj        torch.Size([0, 1408])          9.199136             9.598017             552.869029           3116.231771         
model.layers.11.mlp.experts.23.down_proj      torch.Size([0, 2048])          9.036384             9.454966             621.570151           3125.600269         
model.layers.11.mlp.experts.24.gate_proj      torch.Size([0, 1408])          10.572224            11.061668            617.005176           3083.657412         
model.layers.11.mlp.experts.24.act_fn         torch.Size([0, 1408])          0.303904             0.726938             621.568000           3417.216000         
model.layers.11.mlp.experts.24.up_proj        torch.Size([0, 1408])          10.782848            11.164665            596.503631           3121.900800         
model.layers.11.mlp.experts.24.down_proj      torch.Size([0, 2048])          14.533152            14.995098            588.564389           3254.099823         
model.layers.11.mlp.experts.25.gate_proj      torch.Size([0, 1408])          12.382496            12.792826            621.438781           3712.485181         
model.layers.11.mlp.experts.25.act_fn         torch.Size([0, 1408])          0.315968             0.694513             621.568000           3261.888000         
model.layers.11.mlp.experts.25.up_proj        torch.Size([0, 1408])          11.986528            12.376547            589.783273           3216.583758         
model.layers.11.mlp.experts.25.down_proj      torch.Size([0, 2048])          11.572288            11.964321            600.078949           3098.322686         
model.layers.11.mlp.experts.26.gate_proj      torch.Size([0, 1408])          11.943328            12.360573            614.743230           3088.859022         
model.layers.11.mlp.experts.26.act_fn         torch.Size([0, 1408])          0.303904             0.666618             621.568000           3106.986667         
model.layers.11.mlp.experts.26.up_proj        torch.Size([0, 1408])          9.452800             9.867191             584.762785           3217.762133         
model.layers.11.mlp.experts.26.down_proj      torch.Size([0, 2048])          9.330368             9.747505             621.576192           3230.158336         
model.layers.11.mlp.experts.27.gate_proj      torch.Size([2, 1408])          14.010944            14.447927            621.568000           3258.490226         
model.layers.11.mlp.experts.27.act_fn         torch.Size([2, 1408])          0.388064             0.762224             621.568000           3417.216000         
model.layers.11.mlp.experts.27.up_proj        torch.Size([2, 1408])          12.529440            12.908459            621.568000           3209.726046         
model.layers.11.mlp.experts.27.down_proj      torch.Size([2, 2048])          10.860672            11.248112            621.568000           3182.991238         
model.layers.11.mlp.experts.28.gate_proj      torch.Size([1, 1408])          11.070400            11.509418            621.568000           3172.501132         
